"","Q22_2","Q22_4","Q22_11","Q22_13","Q22_22","Q22_23","Q22_25","Q22_8","Q22_9","Q22_16","Q22_18","Q22_19","Q22_20","Q22_26","Q22_27","DLoC_SUM","Age","group","raw","percentile","n","m","md","sd","normValue"
"762",3.74591819304195,3.6427925040913,3.73778386424826,4.67494777887753,4.56409879737706,3.78867602571943,4.21556260377129,1.62741268867532,1.17054105810248,0.864740524761047,1.03367251123192,0.405709745089528,0.987501707467399,0.543174917951934,0.416454120860127,35.4189870412666,35,35,35.4189870412666,0.05,10,38.005906346877,37.8580284473466,1.57546343696755,33.5514637304853
"142",2.37646208141725,2.16660483297954,2.08028860011624,2.5662463391437,1.87060095223602,1.79632284397996,2.26324246609045,3.29112506848068,3.14493742429698,2.8299326603827,3.15776178137795,3.0309893432493,3.30343590215024,2.9462913809113,2.77868531166053,39.6029269884728,36,36,39.6029269884728,0.961538461538462,13,38.2579763459118,38.2996721763484,1.10843723630334,67.6882503851871
"194",3.19980952060038,3.05412165695547,3.07681157708278,3.83404449322024,3.48999169752331,2.99416984046926,3.43702070708727,2.29086422344718,1.95788646425554,1.64841548824981,1.8807121217899,1.4526129236354,1.91104481175849,1.50148437392439,1.35845943863376,37.0874493386332,36,36,37.0874493386332,0.192307692307692,13,38.2579763459118,38.2996721763484,1.10843723630334,41.3057622671111
"199",2.94555739043642,2.78005383052716,2.76908232744492,3.44254466465248,2.98991903443761,2.62427113674575,3.07455450641549,2.59974773782562,2.32445131991738,2.0132714937997,2.27506884268717,1.94002024135968,2.34101930843592,1.94764506104172,1.79702939870953,37.8642362944365,36,36,37.8642362944365,0.423076923076923,13,38.2579763459118,38.2996721763484,1.10843723630334,48.0597185757607
"245",3.14633463651376,2.99647909073322,3.01208926406289,3.75170336223703,3.38481528198591,2.91637190700593,3.36078599450594,2.35582930404258,2.03498321524088,1.72515283000779,1.96365412084084,1.55512553503994,2.00147802211232,1.59532190052532,1.45070046632466,37.250824931179,36,36,37.250824931179,0.269230769230769,13,38.2579763459118,38.2996721763484,1.10843723630334,43.8485889540403
"262",2.43259704955983,2.22711480273097,2.1482304954853,2.65268349265075,1.98100932125613,1.87799080065003,2.34326944015888,3.22292832917226,3.06400553011187,2.74937805407531,3.0706938698914,2.92337728810046,3.20850413242408,2.84778594875758,2.68185579553703,39.4314243505619,36,36,39.4314243505619,0.807692307692308,13,38.2579763459118,38.2996721763484,1.10843723630334,58.6942377328889
"363",2.44851065796201,2.24426867303524,2.16749122997541,2.67718741699282,2.01230880546438,1.90114271334288,2.36595615343359,3.20359534939924,3.04106228254403,2.72654176321804,3.04601113302277,2.89287052624318,3.1815920835117,2.8198608082498,2.65440575766673,39.3828053540618,36,36,39.3828053540618,0.730769230769231,13,38.2579763459118,38.2996721763484,1.10843723630334,56.1514110459597
"386",2.50239884002568,2.302356748517,2.23271377037304,2.76016494810003,2.11829811102515,1.97954193335537,2.44278007070473,3.1381281651182,2.96336966432561,2.64921133203772,2.96242808984418,2.78956561288905,3.09045993077518,2.72529802790446,2.5614518152908,39.2181670602862,36,36,39.2181670602862,0.653846153846154,13,38.2579763459118,38.2996721763484,1.10843723630334,53.9572529581449
"550",2.40332674219419,2.19556324989475,2.11280373341062,2.60761279724149,1.92343937860025,1.83540689488232,2.30154118759132,3.25848797384547,3.10620563277274,2.79138142852004,3.11609345975886,2.97948915624038,3.25800415301002,2.89914937465286,2.73234535298726,39.5208505156026,36,36,39.5208505156026,0.884615384615385,13,38.2579763459118,38.2996721763484,1.10843723630334,61.9837970230692
"576",2.98254509677308,2.81992425471483,2.81384969717931,3.49949868380102,3.06266784797666,2.6780827001683,3.12728481541532,2.55481244971339,2.27112475299416,1.96019352438508,2.21769921288297,1.86911393775192,2.27846812978857,1.88273917229493,1.73322778225542,37.751232058095,36,36,37.751232058095,0.346153846153846,13,38.2579763459118,38.2996721763484,1.10843723630334,46.0427470418551
"702",2.80303375548246,2.62642230413128,2.59658154559598,3.22308542702349,2.70959818269835,2.41692063083088,2.87137036619066,2.77289555459388,2.52993300316467,2.21779526361913,2.49612954056434,2.21324140407098,2.58204591523151,2.19774500262535,2.04287428052548,38.2996721763484,36,36,38.2996721763484,0.5,13,38.2579763459118,38.2996721763484,1.10843723630334,50
"726",3.2177919423839,3.07350557814011,3.09857626066103,3.86173399592349,3.52536020178802,3.02033156624612,3.46265675622694,2.26901790249818,1.93196053065067,1.62261041602557,1.85282056043398,1.4181401978335,1.88063412158876,1.46992888743232,1.32744081944431,37.0325097372769,36,36,37.0325097372769,0.115384615384615,13,38.2579763459118,38.2996721763484,1.10843723630334,38.0162029769308
"786",2.73682607238028,2.55505458033298,2.5164483304754,3.12113821199856,2.57937841862287,2.32059838511266,2.77698355679067,2.85332934219781,2.62538710923019,2.31280438223613,2.59882069516566,2.34016309087362,2.6940119986609,2.31392599731855,2.1570786371069,38.5019488085032,36,36,38.5019488085032,0.576923076923077,13,38.2579763459118,38.2996721763484,1.10843723630334,51.9402814242393
"841",3.4216634347159,3.29326624145528,3.34532825962135,4.17565724308118,3.92634232937914,3.31693400057441,3.75329945488678,2.02134035898074,1.63803133480853,1.3300514577593,1.53660652065923,1.02731374861592,1.5358600493094,1.11217595516062,0.975774494387473,36.4096448833953,36,36,36.4096448833953,0.0384615384615385,13,38.2579763459118,38.2996721763484,1.10843723630334,32.3117496148129
"6",3.69353096551931,3.58632236332798,3.67437797574793,4.59428143173218,4.46106162572377,3.71246046937466,4.1408784730558,1.69105640696118,1.24606969372482,0.939917061387956,1.1149275050422,0.506137293261302,1.07609554450563,0.635103828882184,0.506819004994094,35.579039643241,37,37,35.579039643241,0.03125,16,38.2155444310332,38.5898382683662,1.42237922475152,31.3726813257835
"102",3.11497877857256,2.96267944537253,2.97413829535409,3.70342131637704,3.32314339992977,2.87075383804773,3.31608454524208,2.39392262342198,2.08019013458098,1.77014900396959,2.01228849535184,1.61523545271972,2.05450498879875,1.65034504277069,1.50478747576897,37.3466228362783,37,37,37.3466228362783,0.21875,16,38.2155444310332,38.5898382683662,1.42237922475152,42.2357823885207
"117",2.70158589092792,2.51706787820641,2.47379604438268,3.06687504815251,2.51006670282667,2.26932920821412,2.72674454925991,2.89614161317984,2.67619420382267,2.36337462458284,2.65347983368463,2.40771934814757,2.75360787804656,2.37576533593405,2.21786587598924,38.6096140353576,37,37,38.6096140353576,0.59375,16,38.2155444310332,38.5898382683662,1.42237922475152,52.3720210932879
"129",2.72676579873146,2.5442102372377,2.50427206882871,3.10564730772839,2.55959149360599,2.30596219630511,2.76264145800528,2.86555127590689,2.63989138400508,2.32724104105933,2.61442464123651,2.35944887224182,2.71102527243682,2.33157972789242,2.17443201703598,38.5326847922575,37,37,38.5326847922575,0.40625,16,38.2155444310332,38.5898382683662,1.42237922475152,47.6279789067121
"141",2.20173769410708,1.97826291811244,1.86881424760748,2.29720407926399,1.52694644829196,1.54212507449328,2.01415238062221,3.50339264226731,3.3968441429296,3.08066504160221,3.42876732377396,3.36594010611981,3.5989183055524,3.25289708229989,3.08007459605894,40.1367420831026,37,37,40.1367420831026,0.96875,16,38.2155444310332,38.5898382683662,1.42237922475152,68.6273186742165
"147",3.55916042162331,3.44147935698692,3.51174513322314,4.38737640062814,4.19677658046961,3.51697148773387,3.9493175193805,1.85429927065233,1.43979675904647,1.13274101089763,1.32334238456293,0.76372878851945,1.30333417940989,0.870896756769595,0.738600284599604,35.9895663345034,37,37,35.9895663345034,0.15625,16,38.2155444310332,38.5898382683662,1.42237922475152,39.9000983075042
"186",2.26066602243871,2.04178395469329,1.94013703356885,2.3879424751419,1.64284890331165,1.62785695114818,2.09816161692057,3.43180233095003,3.31188495633262,2.99610191729349,3.33736678245368,3.25297311374269,3.49926258861466,3.1494898721335,2.97842669801745,39.9567052167613,37,37,39.9567052167613,0.90625,16,38.2155444310332,38.5898382683662,1.42237922475152,63.1801089730354
"219",2.6989833625564,2.51426251608991,2.47064612346594,3.06286765041454,2.50494795203129,2.26554291989311,2.72303434014442,2.89930334916666,2.67994636682814,2.3671092957746,2.65751647461257,2.41270845629014,2.75800910302711,2.38033224298704,2.22235508425373,38.6175652375356,37,37,38.6175652375356,0.65625,16,38.2155444310332,38.5898382683662,1.42237922475152,54.0225006532173
"260",2.70648380834477,2.52234752553756,2.47972414595062,3.07441690759652,2.5197001112258,2.27645494321688,2.73372710439581,2.89019127583605,2.66913269212642,2.35634603220459,2.64588293901756,2.39832992517975,2.74532484193308,2.36717048876901,2.20941725672074,38.5946499980552,37,37,38.5946499980552,0.53125,16,38.2155444310332,38.5898382683662,1.42237922475152,50.7841241273311
"384",2.54049835499542,2.34342563257707,2.27882679662632,2.81883094067027,2.19323367164721,2.03497101153344,2.49709539317465,3.0918421730505,2.90844016109328,2.59453789887402,2.90333399383187,2.71652794596362,3.0260285344199,2.65844114152647,2.49573239438208,39.1017660443661,37,37,39.1017660443661,0.71875,16,38.2155444310332,38.5898382683662,1.42237922475152,55.7913216225556
"452",2.70963368750802,2.52574289742777,2.48353654253008,3.07926712124714,2.52589541216801,2.28103754482035,2.73821762619455,2.88636457929988,2.66459139290471,2.35182590358767,2.64099733189505,2.39229153268673,2.73999797325772,2.36164309259378,2.20398390055582,38.5850265386773,37,37,38.5850265386773,0.46875,16,38.2155444310332,38.5898382683662,1.42237922475152,49.2158758726689
"505",2.94196703239557,2.77618365007392,2.76473680559963,3.43701619747078,2.98285738305338,2.61904770446082,3.06943603036859,2.60410955933255,2.32962767409844,2.01842371688012,2.28063765276133,1.94690304222836,2.34709108604703,1.95394540790398,1.80322255501314,37.8752054976876,37,37,37.8752054976876,0.34375,16,38.2155444310332,38.5898382683662,1.42237922475152,45.9774993467827
"513",3.07323574868893,2.91768308108894,2.92361540984113,3.63914500517052,3.24104163698403,2.81002399230961,3.25657496537469,2.44463501573486,2.14037263025688,1.83005094120437,2.07703385018764,1.69525782349059,2.1250980581761,1.72359555549296,1.57679174545867,37.4741554594599,37,37,37.4741554594599,0.28125,16,38.2155444310332,38.5898382683662,1.42237922475152,44.2086783774444
"598",2.40391190956944,2.19619402357018,2.11351197965887,2.6085138434862,1.92459030782748,1.83625822562014,2.30237541224512,3.25777707102924,3.10536197496619,2.790541703673,3.11518583830794,2.97836737660925,3.25701455639393,2.89812252513128,2.73133597370601,39.5190627217943,37,37,39.5190627217943,0.78125,16,38.2155444310332,38.5898382683662,1.42237922475152,57.7642176114793
"685",2.37845412178755,2.16875212737622,2.08269962844471,2.56931370169822,1.87451897224359,1.79922096385122,2.26608235303315,3.28870499660178,3.14206542479656,2.82707404955441,3.15467203535372,3.02717055497382,3.30006709436472,2.94279575591966,2.77524915926681,39.5968409392662,37,37,39.5968409392662,0.84375,16,38.2155444310332,38.5898382683662,1.42237922475152,60.0999016924958
"699",3.57752357827755,3.46127368644778,3.5339706320402,4.41565216247707,4.23289392841405,3.54368712562566,3.9754963506867,1.831990405988,1.41332190566327,1.10638957784638,1.29486028595153,0.728526185009212,1.27227961544331,0.838673158150315,0.706924920166972,35.933463518188,37,37,35.933463518188,0.09375,16,38.2155444310332,38.5898382683662,1.42237922475152,36.8198910269646
"66",3.00654325465623,2.84579276155911,2.8428954129942,3.5364512737012,3.10986832851556,2.71299641942408,3.16149700119098,2.52565778603063,2.2365257064693,1.92575577151293,2.180476968789,1.82310890425778,2.23788402199627,1.84062729459387,1.69183237236084,37.677913278052,38,38,37.677913278052,0.35,10,38.6599290308987,38.7361179644967,1.58782885149353,46.1467953359243
"143",2.00135546077121,1.76226345683046,1.62628540717873,1.9886536260252,1.1328271266772,1.25059898850784,1.72848402947588,3.74683118656533,3.68574274288467,3.36821685558679,3.73956936273208,3.75007756371693,3.93779157228228,3.60452707593488,3.42572215471393,40.7489466098834,38,38,40.7489466098834,0.95,10,38.6599290308987,38.7361179644967,1.58782885149353,66.4485362695147
"248",3.03488545690619,2.87634387537605,2.8771988606225,3.58009286409786,3.16561283908352,2.75423007149287,3.20190213117589,2.49122566925526,2.19566368784945,1.88508424323611,2.13651691254446,1.76877623546895,2.18995355180002,1.79089250408452,1.64294374160991,37.5913226446036,38,38,37.5913226446036,0.15,10,38.6599290308987,38.7361179644967,1.58782885149353,39.6356661050621
"348",2.41295241772815,2.20593912351986,2.12445398746125,2.62243450323453,1.94237151968069,1.84941080863588,2.31526371584484,3.24679402073964,3.09232793444047,2.7775684251687,3.10116359530681,2.96103650968727,3.24172584301032,2.88225827522557,2.71574162922727,39.4914423089112,38,38,39.4914423089112,0.65,10,38.6599290308987,38.7361179644967,1.58782885149353,53.8532046640757
"476",2.58120886321375,2.38730900335943,2.32809998909996,2.88151736527605,2.27330463210361,2.09419869315866,2.55513299243409,3.04238416126314,2.84974629072394,2.53611764728019,2.84019012747886,2.63848494352705,2.95718159784018,2.58700249396087,2.42550916379415,38.9773879645139,38,38,38.9773879645139,0.55,10,38.6599290308987,38.7361179644967,1.58782885149353,51.2566134685507
"539",3.00918257507734,2.84863778319411,2.84608986447124,3.54051532418422,3.11505944329943,2.7168362346573,3.16525966168386,2.52245135245338,2.2327204989826,1.92196830312243,2.17638326170384,1.81804926489019,2.23342057671892,1.83599582498987,1.68727969997628,37.669849669405,38,38,37.669849669405,0.25,10,38.6599290308987,38.7361179644967,1.58782885149353,43.2551024980392
"555",2.24803747210818,2.02817117065174,1.92485230688939,2.36849691420886,1.61801059501262,1.6094843050895,2.08015813881659,3.44714438926467,3.33009201216395,3.0142240955679,3.35695424350984,3.27718234195792,3.52061916316384,3.17165040502315,3.00021020406203,39.9952877574902,38,38,39.9952877574902,0.75,10,38.6599290308987,38.7361179644967,1.58782885149353,56.7448975019608
"602",2.73915026784402,2.55755991705733,2.51926137642946,3.12471703009942,2.58394973377502,2.32397974081137,2.7802969697356,2.85050574476136,2.62203622924289,2.30946912336349,2.59521576134971,2.33570755346625,2.69008147200589,2.30984750781119,2.15306953672656,38.4948479644795,38,38,38.4948479644795,0.45,10,38.6599290308987,38.7361179644967,1.58782885149353,48.7433865314493
"703",2.11717883591036,1.88711378022208,1.76647003532368,2.16699955170881,1.36063290205482,1.41910462225505,1.89360382103318,3.60612073848733,3.5187558281132,3.20200839953442,3.55992199303777,3.52804142750071,3.74191869052185,3.4012806504162,3.22593364958769,40.3950849257072,38,38,40.3950849257072,0.85,10,38.6599290308987,38.7361179644967,1.58782885149353,60.3643338949379
"718",3.70067700309606,3.59402534298432,3.68302704696695,4.60528496780651,4.47511672150294,3.72285688192268,4.15106598687773,1.68237489385385,1.23576698266717,0.929662379454403,1.10384367284636,0.492438171034122,1.06401063529242,0.622563988868456,0.494492510766844,35.5572071859408,38,38,35.5572071859408,0.05,10,38.6599290308987,38.7361179644967,1.58782885149353,33.5514637304853
"29",3.812002371049,3.71402709715455,3.81776759731642,4.77670481959188,4.69407564698105,3.88481859005381,4.30977334218787,1.54712894381755,1.07526501397626,0.769908637995133,0.931172918700491,0.279024820461129,0.875744487739874,0.427210649537752,0.302462803298686,35.2170877398615,39,39,35.2170877398615,0.0333333333333333,15,38.0242627640937,37.7674376164894,1.51505015898534,31.6608536418409
"138",2.48108791482159,2.27938490971237,2.20692049572903,2.72735018442965,2.07638298090312,1.9485377344798,2.41239884995923,3.16401818801575,2.99409442646003,2.67979286163797,2.99548231274233,2.83041915808943,3.12649956722758,2.76269435975045,2.5982119069758,39.2832758509341,39,39,39.2832758509341,0.766666666666667,15,38.0242627640937,37.7674376164894,1.51505015898534,57.2791329088164
"215",3.09290435556551,2.93888460389255,2.94742093560664,3.66943091158705,3.27972659358052,2.83863886441709,3.28461486892422,2.4207401975831,2.11201566020461,1.80182616552563,2.04652693837745,1.65755264117843,2.09183580256923,1.68908115770586,1.54286455622707,37.414064252945,39,39,37.414064252945,0.366666666666667,15,38.0242627640937,37.7674376164894,1.51505015898534,46.593051729122
"261",2.43865788879644,2.23364800673928,2.15556611744942,2.66201603008348,1.99293000807841,1.88680841242637,2.35190987660107,3.21556519194986,3.05526739030348,2.74068064968102,3.06129323011824,2.91175851663308,3.19825443933981,2.83715041073253,2.67140120457526,39.4129073735077,39,39,39.4129073735077,0.833333333333333,15,38.0242627640937,37.7674376164894,1.51505015898534,59.674215661017
"357",2.59906824419625,2.40656029428891,2.34971575257536,2.90901740859316,2.30843113508796,2.12018141302996,2.58059363249599,3.0206873190029,2.82399774966811,2.51048914063733,2.81248940805137,2.60424808983665,2.92697898618863,2.55566291900626,2.39470278274467,38.9228242754035,39,39,38.9228242754035,0.633333333333333,15,38.0242627640937,37.7674376164894,1.51505015898534,53.406948270878
"369",3.65339869012101,3.54306229120609,3.62580463641498,4.53248537547755,4.38212795535027,3.6540740297498,4.0836652124292,1.73981194052166,1.30392990409661,0.997507539336017,1.17717450575766,0.583071809772324,1.14396461173343,0.705527795657781,0.576044818000402,35.7016511156248,39,39,35.7016511156248,0.1,15,38.0242627640937,37.7674376164894,1.51505015898534,37.184484344554
"411",2.97724081390439,2.81420657095091,2.80742975888422,3.49133109900075,3.05223518470579,2.67036576440047,3.11972293871655,2.56125646861967,2.27877213704123,1.9678052578975,2.22592639901296,1.87928237285533,2.2874383844536,1.89204710803505,1.74237735801098,37.7674376164894,39,39,37.7674376164894,0.5,15,38.0242627640937,37.7674376164894,1.51505015898534,50
"468",3.30416037440965,3.16660532295662,3.20311065635141,3.99472492233163,3.69523288596888,3.14598467691369,3.58578507532564,2.16409140769058,1.80743991483974,1.49867028976507,1.71885915912438,1.25256988083133,1.73457350425924,1.31836988592855,1.17846035756612,36.7686383142625,39,39,36.7686383142625,0.166666666666667,15,38.0242627640937,37.7674376164894,1.51505015898534,40.325784338983
"514",3.1584336689237,3.00952108771605,3.02673309875743,3.77033356648064,3.40861211450054,2.93397418393419,3.37803458277384,2.34113054164106,2.01753958530497,1.70779051869397,1.9448879663778,1.53193140514146,1.981016933478,1.57409056370233,1.42983034752738,37.2138601649534,39,39,37.2138601649534,0.3,15,38.0242627640937,37.7674376164894,1.51505015898534,44.7559948729196
"575",3.04108936265849,2.8830312961021,2.88470764043391,3.58964569670112,3.17781491451584,2.76325582358518,3.21074652569842,2.48368872468607,2.18671928366623,1.87618153602915,2.12689437004046,1.75688320212368,2.17946191402471,1.78000591347277,1.63224236932898,37.5723685730671,39,39,37.5723685730671,0.433333333333333,15,38.0242627640937,37.7674376164894,1.51505015898534,48.3210599521189
"600",2.03372264996886,1.79715325376264,1.66546042151689,2.03849292929448,1.19648813312867,1.29768839271328,1.77462724993713,3.70750923027149,3.63907774924718,3.32176940457068,3.68936636703479,3.68802890021535,3.88305430862533,3.54772925338303,3.36989065837593,40.6500589020457,39,39,40.6500589020457,0.966666666666667,15,38.0242627640937,37.7674376164894,1.51505015898534,68.3391463581591
"709",3.16673860316738,3.01847328518762,3.03678481860516,3.78312158257541,3.42494657188074,2.94605661726234,3.38987423957512,2.33104111869615,2.00556604934934,1.69587280090514,1.93200663227259,1.51601065072742,1.96697217436798,1.5595170961517,1.41550482475858,37.1884870654826,39,39,37.1884870654826,0.233333333333333,15,38.0242627640937,37.7674376164894,1.51505015898534,42.7208670911836
"729",2.57050468271243,2.37577056912172,2.3151443869914,2.86503496715997,2.25225124684389,2.07862571648662,2.53987292898795,3.05538835867009,2.86517891021827,2.55147832307031,2.85679280262526,2.65900510948681,2.97528380457658,2.60578614987131,2.44397324514552,39.0100912019681,39,39,39.0100912019681,0.7,15,38.0242627640937,37.7674376164894,1.51505015898534,55.2440051270804
"778",2.34142441794226,2.12883643251215,2.03788142782127,2.51229501438968,1.8016875564232,1.74534830035453,2.21329217166417,3.33369130626515,3.19545254110704,2.88021228608748,3.21210680522098,3.0981573687941,3.3626892964392,3.00777534173755,2.83912321895149,39.7099734857103,39,39,39.7099734857103,0.9,15,38.0242627640937,37.7674376164894,1.51505015898534,62.815515655446
"827",2.72724670700633,2.54472862615157,2.50485412704972,3.10638781482679,2.56053736210888,2.30666184569397,2.76332704909611,2.86496703443784,2.63919804046356,2.32655092974308,2.61367873043447,2.35852695976001,2.71021199196084,2.33073583185025,2.17360247856653,38.53121552915,39,39,38.53121552915,0.566666666666667,15,38.0242627640937,37.7674376164894,1.51505015898534,51.6789400478811
"64",3.1194082595859,2.96745414768378,2.97949943379428,3.71024187302784,3.33185546997222,2.87719806836331,3.32239928940104,2.38854137583365,2.07380398526036,1.76379262556621,2.00541816704201,1.60674403336275,2.04701414155186,1.64257220605459,1.49714688172586,37.3330899582257,40,40,37.3330899582257,0.441176470588235,17,37.5948638156815,37.3558369161548,1.16397163510419,48.5201289027416
"231",3.11196289446357,2.95942851173443,2.97048807715039,3.69877742957504,3.31721164550566,2.86636617914483,3.31178504909255,2.39758653326589,2.08453824809488,1.77447684747084,2.01696626999648,1.62101697353995,2.0596052538426,1.65563730492584,1.50998969835181,37.3558369161548,40,40,37.3558369161548,0.5,17,37.5948638156815,37.3558369161548,1.16397163510419,50
"246",2.7529997432481,2.57248878164038,2.53602382664464,3.14604258297859,2.61118940348081,2.34412864967564,2.80004101958005,2.83368042010291,2.60206891982756,2.28959489744594,2.57373458947917,2.30915778314872,2.66666014919425,2.28554450016867,2.12918000678979,38.4525352734052,40,40,38.4525352734052,0.794117647058823,17,37.5948638156815,37.3558369161548,1.16397163510419,58.2079208833238
"275",3.40639615117388,3.27680906875381,3.32684979218288,4.15214853585603,3.89631406124223,3.29472239358441,3.73153415342603,2.03988813748876,1.66004275152437,1.35196026176872,1.56028677801148,1.05658149050407,1.56167907608561,1.13896692722104,1.00210965991459,36.4562892387379,40,40,36.4562892387379,0.205882352941176,17,37.5948638156815,37.3558369161548,1.16397163510419,41.7920791166762
"328",3.23076096436583,3.08748536923644,3.11427307075447,3.88170381831728,3.55086816255098,3.03919954747634,3.48114561656092,2.25326221508173,1.91326260403816,1.60399965530878,1.83270501222307,1.39327827744902,1.85870176375371,1.44717089616213,1.30507001984012,36.992886993119,40,40,36.992886993119,0.264705882352941,17,37.5948638156815,37.3558369161548,1.16397163510419,43.7109578236781
"437",2.76283559543718,2.58309121249826,2.54792846402857,3.16118792096793,2.63053492792042,2.35843833892942,2.81406317928053,2.82173112949476,2.58788820190918,2.27548028712361,2.55847873139053,2.29030222300093,2.65002640224524,2.26828458353303,2.11221374067004,38.4224849384296,40,40,38.4224849384296,0.735294117647059,17,37.5948638156815,37.3558369161548,1.16397163510419,56.2890421763219
"440",2.8084785630938,2.63229146474126,2.60317156535149,3.23146939314819,2.72030723532434,2.42484200901623,2.8791325773745,2.76628081626692,2.52208301931253,2.20998187478033,2.48768439411014,2.20280357972843,2.57283801435499,2.18819047459235,2.03348230785965,38.2830372890552,40,40,38.2830372890552,0.617647058823529,17,37.5948638156815,37.3558369161548,1.16397163510419,52.9930691046567
"496",2.96336971016547,2.7992543923814,2.79064113122365,3.46997224260756,3.02495297557665,2.65018538955392,3.09994805514672,2.57810806891275,2.2987706288401,1.98771052083272,2.24744111742331,1.9058736051998,2.31089628368401,1.91638806899866,1.76630419555238,37.8098163860991,40,40,37.8098163860991,0.558823529411765,17,37.5948638156815,37.3558369161548,1.16397163510419,51.4798710972584
"577",2.80412051157167,2.62759375893497,2.59789688024296,3.22475882430181,2.71173565549478,2.41850169789374,2.87291966432422,2.77157528624493,2.52836618605,2.21623575068422,2.49444393200137,2.21115806706954,2.58020806473967,2.19583796710442,2.04099969023452,38.2963519368928,40,40,38.2963519368928,0.676470588235294,17,37.5948638156815,37.3558369161548,1.16397163510419,54.578519310125
"593",2.67218716060911,2.48537789349307,2.43821384801925,3.02160660586846,2.45224417307092,2.22655846631696,2.6848332147261,2.93185727516184,2.71857945868369,2.40556228808617,2.69907861344547,2.46407740611135,2.80332507909276,2.42735411794725,2.26857695547513,38.6994325561075,40,40,38.6994325561075,0.852941176470588,17,37.5948638156815,37.3558369161548,1.16397163510419,60.4913139796397
"597",3.1864680961416,3.03974043938016,3.06066403670563,3.81350124197947,3.46375128154664,2.97476006950709,3.41800094339048,2.3070723317961,1.97712129752085,1.6675606526708,1.90140528333103,1.47818874833303,1.93360695219335,1.52489585566817,1.38147261059211,37.1282098407565,40,40,37.1282098407565,0.323529411764706,17,37.5948638156815,37.3558369161548,1.16397163510419,45.4214806898751
"635",3.66841157197354,3.55924523486558,3.64397519358751,4.55560235258128,4.41165585666518,3.6759155204497,4.10506783447494,1.7215732272233,1.28228526786173,0.975963805952248,1.15388883709968,0.554291761910637,1.1185758123788,0.679183246730627,0.550148480414394,35.6557840041691,40,40,35.6557840041691,0.0294117647058824,17,37.5948638156815,37.3558369161548,1.16397163510419,31.1049003966657
"666",2.21697366343485,1.99468633605785,1.8872548144799,2.32066456856664,1.5569131264532,1.56429112399965,2.03587304000165,3.48488290648697,3.37487787309382,3.05880117400736,3.40513563620494,3.33673239431739,3.57315223531779,3.22616106030552,3.05379344570834,40.0901933984359,40,40,40.0901933984359,0.970588235294118,17,37.5948638156815,37.3558369161548,1.16397163510419,68.8950996033343
"735",3.53292053626322,3.41319440872816,3.47998618501989,4.34697197761117,4.14516698592021,3.47879639132744,3.91190948843736,1.88617734381413,1.47762778836135,1.17039567971946,1.36404165084106,0.814031266349253,1.34770934941654,0.91694240946319,0.783862542451072,36.0697340037235,40,40,36.0697340037235,0.117647058823529,17,37.5948638156815,37.3558369161548,1.16397163510419,38.1316856724418
"741",3.53292053626322,3.41319440872816,3.47998618501989,4.34697197761117,4.14516698592021,3.47879639132744,3.91190948843736,1.88617734381413,1.47762778836135,1.17039567971946,1.36404165084106,0.814031266349253,1.34770934941654,0.91694240946319,0.783862542451072,36.0697340037235,40,40,36.0697340037235,0.117647058823529,17,37.5948638156815,37.3558369161548,1.16397163510419,38.1316856724418
"822",3.13960940345752,2.98922971191873,3.00394950562427,3.74134778493311,3.37158784038241,2.90658770190157,3.351198386831,2.36399959398308,2.04467923659955,1.73480365050519,1.9740852659157,1.56801796509707,2.0128512943698,1.60712331434028,1.46230109752125,37.2713717533805,40,40,37.2713717533805,0.382352941176471,17,37.5948638156815,37.3558369161548,1.16397163510419,47.0069308953433
"826",2.66352521981194,2.47604086538086,2.42773003205201,3.00826886771473,2.43520754175879,2.21395664201549,2.67248460325462,2.94238041497994,2.73106770441055,2.41799231617492,2.71251368109731,2.4806825504911,2.81797358422863,2.44255405926275,2.28351829353645,38.7258963761701,40,40,38.7258963761701,0.911764705882353,17,37.5948638156815,37.3558369161548,1.16397163510419,63.5170223993066
"89",2.58941258876486,2.39615210421745,2.33802921292377,2.89414953927123,2.28944002841641,2.10613388302355,2.56682836438612,3.03241769381372,2.83791867114572,2.52434516563657,2.82746577270004,2.62275820855876,2.94330799622101,2.57260662704543,2.4113582200632,38.9523240761878,41,41,38.9523240761878,0.552631578947368,19,38.6093002050577,38.9092971270935,1.47178066779829,51.3231285227617
"96",3.50347417897735,3.38145308513583,3.44434634425904,4.30163019887393,4.08725078165232,3.43595635933871,3.86993025608185,1.9219508664125,1.52008170881151,1.21265168870704,1.4097143022133,0.870480626329853,1.39750709406007,0.968614767100064,0.834655775651972,36.1596980336054,41,41,36.1596980336054,0.0263157894736842,19,38.6093002050577,38.9092971270935,1.47178066779829,30.6206848914717
"230",2.99903796861042,2.83770253461796,2.83381153219562,3.52489456344517,3.09510664932048,2.70207735425193,3.15079733658552,2.53477573964915,2.24734635955216,1.93652598093229,2.1921180118454,1.8374967142556,2.25057646861564,1.85379754247754,1.70477854905303,37.7008433054079,41,41,37.7008433054079,0.289473684210526,19,38.6093002050577,38.9092971270935,1.47178066779829,44.4507705729735
